"ccn","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2"
"420109",202,0,0,72,112,0,2,2
"420110",968,0,0,50,50,0,1,4
"421300",155,0,0,25,25,0,1,1
"421301",33,0,0,18,18.4,0,2,1
"421303",1680,0,27,18,28,0,2,1
"421304",203,0,0,25,30,0,1,1
"422004",267,0,0,40,40.1,0,1,1
"422005",553,0,0,59,59,0,4,1
"422006",144,0,0,19.6,35,0,2,1
"422007",159,0,0,40,44,0,1,1
"422008",348,0,0,0,45,0,1,1
"422009",169,0,0,32,32,0,1,1
"423300",534,0,0,16,16,0,2,3
"42T091",41,0,0,21,21,0,1,1
"430005",770,0,0,30,81,0,2,5
"430008",215,0,0,45.5,55,0,1,1
"430012",823,0,0,37.1,69,0,2,3
"430013",400,0,0,41,41,0,1,1
"430014",1222,0,0,70,109,0,2,1
"430015",359,0,0,22,26.1,0,1,1
"430016",6628,31,26,236.6,555.1,0,36,3
"430027",7591,20,28,413,512,0,14,1
"430048",277,0,0,23,24,0,1,8
"430077",5481,14,27,325,385,0,20,3
"430089",685,0,0,20,32,0,4,2
"430090",813,0,0,33,33,0,2,2
"430091",704,0,0,13,73,0,2,2
"430093",151,0,0,6,24,0,2,1
"430095",1133,0,0,65,65,0,1,2
"430097",231,0,0,38,46,0,1,1
"431300",218,0,0,22,30,0,2,1
"431301",147,0,0,12,14,0,2,1
"431302",562,0,0,4.3,10,0,1,1
"431305",662,0,0,11,13,0,1,3
"431306",178,0,0,10,19,0,2,1
"431307",131,0,0,8,10,0,2,2
"431308",152,0,0,4,4,0,1,1
"431309",320,0,0,13,16,0,2,1
"431310",131,0,0,7,7,0,2,1
"431311",39,0,0,6,26.9,0,2,1
"431312",136,0,0,8.3,12,0,1,2
"431313",136,0,0,8,13,0,2,1
"431314",576,0,0,14,19,0,6,4
"431315",12,0,0,15,15.7,0,2,2
"431316",87,0,0,25,25,0,2,2
"431317",23,0,0,10,10,0,1,1
"431318",13,0,0,12,17,0,2,1
"431319",60,0,0,0,21,0,2,1
"431320",39,0,0,8,18,0,1,1
"431321",26,0,0,20.8,26,0,2,1
"431322",18,0,0,9.3,25,0,1,1
"431323",223,0,0,11,11.6,0,2,1
"431324",203,0,0,6,6,0,1,1
"431325",685,0,0,40.5,45,0,1,3
"431326",258,0,0,16,38,0,2,1
"431327",55,0,0,11,11,0,1,1
"431328",126,0,0,12,12,0,1,1
"431329",186,0,0,12,25,0,2,1
"431330",18,0,0,12,13.1,0,2,2
"431331",23,0,0,10,10,0,1,2
"431332",332,0,0,6,6,0,2,1
"431333",68,0,0,8,11,0,1,1
"431334",12,0,0,12.5,25,0,1,1
"431335",507,0,0,42,43,0,1,1
"431336",80,0,0,12,25,0,2,1
"431337",453,0,0,4,16,0,2,1
"431338",65,0,0,13,14,0,1,1
"431339",40,0,0,25,25,0,2,1
"432002",142,0,0,24,24,0,2,1
"433300",81,0,0,16,18,0,1,1
"440001",69,0,0,19.4,20,0,2,1
"440002",5385,32,37,719,758,0,8,2
"440003",1957,0,12,203,213,0,2,1
"440006",3067,37,37,691,736,0,10,8
"440007",167,0,0,40,57,0,1,1
"440008",56,0,0,27,31,0,1,1
"440009",1658,0,0,128,146,0,1,4
"440010",66,0,0,54,54,0,1,1
"440011",2738,0,23,305,337,0,9,1
"440012",3795,18,24,357,357,0,8,2
"440015",7913,31,39,799,839,0,26,4
"440016",209,0,0,56,74.6,0,2,1
"440017",4052,11,17,476.7,479,0,9,2
"440018",518,0,0,92,92,0,1,1
"440020",322,0,0,23,44.1,0,2,3
"440025",147,0,0,52.7,47.4,0,2,1
"440029",2263,0,0,194,217,0,6,5
"440030",1220,0,0,135,146,0,3,2
"440031",518,0,0,63,63,0,1,1
"440032",63,0,0,24,41,0,1,1
"440033",252,0,0,54.7,90.4,0,1,3
"440034",2426,0,0,196,215,0,4,1
"440035",2447,0,0,301,351,0,1,2
"440039",11827,46,89,1020.3,1298.4,1,93,1
"440040",45,0,0,44,44,0,2,1
"440046",1355,0,0,194,194,0,1,3
"440048",13722,48,62,613.4,1063.9,0,30,13
"440049",8075,54,74,1167.1,1445.9,1,23,15
"440050",265,0,0,142,142,0,2,2
"440053",4930,18,35,338,392,0,7,3
"440056",432,0,0,53,78,0,1,3
"440057",142,0,0,39,46,0,2,1
"440058",645,0,0,93,99,0,1,2
"440059",5457,16,18,354,377,0,8,2
"440060",92,0,0,45,49,0,2,1
"440061",217,0,0,56,65,0,1,1
"440063",4983,0,31,468,618,0,19,6
"440065",316,0,0,97,142,0,1,1
"440068",464,0,0,80.9,91,0,1,1
"440070",40,0,0,19.3,22,0,1,2
"440072",1300,0,0,164.1,165,0,3,1
"440073",3855,0,19,309,420,0,5,1
"440081",614,0,0,92,120,0,2,1
"440082",6639,18,20,335,379,0,19,7
"440083",157,0,0,20,35,0,1,1
"440084",219,0,0,70,78,0,1,4
"440091",8123,18,0,581.4,662,0,15,5
"440102",150,0,0,46,58,0,2,1
"440104",8304,82,85,755,823,0,23,1
"440109",276,0,0,64,64,0,1,1
"440110",346,0,0,50,55,0,1,3
"440111",1468,0,0,59,95,0,3,3
"440120",3023,0,0,251.9,360,0,5,7
"440125",3244,25,16,335,405,0,12,6
"440130",656,0,0,166,166,0,5,2
"440131",232,0,0,96,173.7,0,1,4
"440132",834,0,0,66,100,0,1,1
"440133",2888,0,0,315.1,371,0,17,10
"440137",174,0,0,74,74,0,1,1
"440144",848,0,0,129,137,0,2,5
"440148",47,0,0,27,27,0,1,1
"440150",2964,25,30,281,425,0,4,2
"440151",413,0,0,56,76,0,1,2
"440152",484,0,0,323.4,375,0,8,1
"440153",205,0,0,48,48,0,1,1
"440156",3292,0,0,342,511,0,6,3
"440159",1326,11,11,132,164,0,6,5
"440161",7033,22,15,815,815,0,15,5
"440173",5387,0,0,378,424,0,17,7
"440175",405,0,0,89,89,0,1,8
"440176",524,0,0,168,174,0,2,1
"440180",25,0,0,24,24,0,2,1
"440183",2722,0,26,183.1,342,0,2,2
"440184",631,0,0,74,94,0,1,5
"440185",1919,0,0,201.3,259,0,5,9
"440187",491,0,0,84.4,91,0,1,2
"440192",96,0,0,21,42,0,1,1
"440193",576,0,0,97,137,0,1,1
"440194",1348,0,0,212,212,0,4,2
"440197",712,0,0,212,212,0,2,1
"440200",33,0,0,40,54,0,1,2
"440218",584,0,0,22.1,25,0,9,9
"440227",959,0,0,253,253,0,2,7
"440228",1949,11,20,186,202,0,2,2
"440231",1857,22,16,89,248.9,0,1,2
"440235",144,0,0,12,24,0,1,1
"441300",40,0,0,12,12,0,2,2
"441301",13,0,0,12.6,16,0,1,1
"441303",323,0,0,31,31,0,1,1
"441304",71,0,0,6,6,0,2,1
"441305",273,0,0,24.1,35,0,1,1
"441306",119,0,0,32,32,0,6,2
"441307",133,0,0,42,47,0,1,1
"441309",144,0,0,21,30,0,1,2
"441310",1064,0,0,42,44,0,1,1
"441311",121,0,0,20,20,0,1,2
"441313",26,0,0,15,15,0,1,2
"441314",323,0,0,23,48,0,1,1
"441316",106,0,0,37,37,0,2,1
"441320",443,0,0,35,35,0,1,3
"441322",534,0,0,30,30,0,1,1
"441323",186,0,0,12,25,0,2,1
"442006",173,0,0,17.1,60,0,2,1
"442007",386,0,0,40,49,0,2,1
"442010",2297,21,15,35,35,0,4,11
"442011",122,0,0,30,100,0,1,1
"442014",109,0,0,39,39,0,1,1
"442015",612,0,0,33,63,0,1,2
"442016",82,0,0,33,35,0,2,1
"442017",77,0,0,18,30,0,2,1
"443302",1298,0,0,85,85.6,0,1,2
"443303",3500,18,30,179,191,0,14,4
"445521",13,0,0,11.9,19,0,2,1
"44L009",111,0,0,0,108,0,1,1
"44T152",562,0,0,23,23,0,2,1
"450002",904,0,0,178,293.6,0,2,3
"450007",1238,0,0,94.9,165.4,0,3,4
"450010",5543,34,25,224.4,364,0,14,8
"450011",3558,15,18,259,392.6,0,7,1
"450015",2420,0,36,467.7,861.6,1,28,25
"450018",4295,20,20,297.3,770.9,1,35,2
"450021",10210,45,53,608.6,909.4,1,23,4
"450023",1504,0,0,151,405.6,0,1,3
"450024",869,0,18,362.6,466.1,0,21,1
"450028",1322,0,15,144.6,243.3,0,2,2
"450029",2654,14,18,193.7,313.6,0,3,10
"450032",4311,25,22,21.9,306.7,0,2,4
"450033",2855,22,39,363.1,477.4,0,10,2
"450034",3355,0,0,219.7,339.1,0,4,1
"450035",465,0,0,128.9,315.4,0,1,2
"450039",2086,22,19,256.1,617.6,0,15,7
"450040",6591,20,34,269,424.6,0,10,4
"450042",4267,16,21,205,310.3,0,4,1
"450044",6308,0,0,562.4,807,1,65,9
"450046",4299,15,18,720.1,1706,0,8,1
"450051",2504,19,12,251,361.9,0,8,1
"450054",8664,53,85,533,731,1,51,7
"450055",72,0,0,15.9,56.6,0,2,1
"450056",2865,19,18,254.1,426.9,0,14,9
"450058",10522,52,79,993.4,2009.3,0,17,12
"450064",1801,17,15,206,333.6,0,10,2
"450068",5679,70,41,863.6,1814,1,59,9
"450072",591,0,0,11.6,145.6,0,1,1
"450076",6584,28,50,498.3,843.3,0,32,1
"450078",133,0,0,19,42.1,0,1,1
"450079",1987,0,0,152.7,279.4,0,4,2
"450080",514,0,0,74.7,140.6,0,2,3
"450082",170,0,0,38.9,298.4,0,1,1
"450083",6527,25,25,410,517.9,0,9,4
"450085",182,0,0,10.6,77.6,0,2,1
"450087",1235,11,0,102.7,149.1,0,6,5
"450090",253,0,0,18,104,0,1,1
"450092",742,0,0,65.8,156.8,0,1,5
"450097",1374,11,19,146,291.6,0,3,3
"450099",287,0,0,31.1,157.7,0,2,1
"450101",2496,0,13,200.6,269.1,0,6,9
"450102",8009,35,66,469.9,687.9,0,14,4
"450104",652,0,0,74,212.9,0,2,1
"450107",3088,22,34,412.6,645,0,6,1
"450108",98,0,0,28.1,87.6,0,1,1
"450119",3540,0,16,481.5,940.9,0,5,2
"450124",921,11,26,159.6,247.7,1,22,5
"450128",1638,0,0,157.9,292,0,1,1
"450130",601,0,0,20,25,0,1,2
"450132",2928,20,32,194.4,341.3,0,6,1
"450133",1723,0,0,274.6,539.3,0,9,5
"450135",8508,50,56,525.7,719.7,1,25,7
"450137",3204,0,13,278.3,519.1,0,2,7
"450143",223,0,0,4.7,17,0,2,1
"450144",29,0,0,21.3,52,0,1,1
"450147",1867,0,0,157.4,306.7,0,3,1
"450148",460,0,0,45.3,117.9,0,3,1
"450152",1143,0,0,83.9,149.9,0,5,2
"450154",351,0,0,0,109.3,0,1,1
"450155",62,0,0,23.9,52,0,2,1
"450162",177,0,0,17,63.1,0,1,1
"450163",269,0,0,32.6,161.7,0,1,1
"450165",213,0,0,33.6,106.9,0,1,2
"450176",1744,0,0,170.4,293.9,0,3,4
"450184",13100,72,54,1103.7,1836,0,32,41
"450187",324,0,0,50.2,90,0,1,2
"450192",129,0,0,25,43,0,1,1
"450193",4579,19,26,24.4,539,1,34,6
"450194",76,0,0,57.8,131.1,0,2,4
"450196",2708,0,0,121,362.3,0,4,3
"450200",1421,13,12,86,260,0,1,2
"450203",1248,0,0,45,89,0,1,2
"450209",2178,0,27,229.4,556,0,3,2
"450210",71,0,0,20.7,47.6,0,2,1
"450211",1871,11,0,27.1,199,0,3,1
"450213",2997,20,39,643.9,851.9,1,46,2
"450219",55,0,0,0,45,0,2,1
"450222",2988,0,26,181.1,443.4,0,5,5
"450229",4978,24,43,239.3,373.1,0,12,1
"450231",6286,21,44,292.4,609.6,0,6,6
"450235",87,0,0,14.7,47.6,0,1,1
"450236",700,0,0,70,144.3,0,1,2
"450237",6042,0,13,226.7,725.7,0,6,1
"450241",17,0,0,17.4,41.4,0,2,1
"450253",237,0,0,0,49.1,0,1,1
"450271",1202,0,0,96.9,147.7,0,3,5
"450272",635,0,0,72.4,244.4,0,1,2
"450289",484,0,0,497,682.4,0,43,9
"450292",225,0,0,24.1,71.4,0,1,1
"450299",282,0,0,99.9,179.1,0,2,4
"450324",6691,19,38,266.7,353.3,0,18,1
"450330",774,0,0,38.4,211.3,0,1,3
"450340",650,0,0,70.4,80.6,0,2,3
"450346",2676,13,19,9.1,351.6,0,5,2
"450347",643,0,0,34.4,94.4,0,1,1
"450348",75,0,0,15.3,69.1,0,1,1
"450351",297,0,0,33.7,59.1,0,2,3
"450352",2061,0,0,111.3,179.9,0,5,1
"450358",13402,36,40,83.9,2473.3,1,53,6
"450369",112,0,0,22.9,37.1,0,1,1
"450370",88,0,0,15.3,70.7,0,1,2
"450372",2051,0,0,96.7,149.3,0,3,7
"450379",323,0,0,12,114.6,0,1,3
"450388",11478,76,88,1106.6,2518.7,0,30,11
"450389",1121,0,0,67.3,126.3,0,4,1
"450395",336,0,0,19.4,55.9,0,1,1
"450399",46,0,0,21.9,61.7,0,2,1
"450400",115,0,0,12.1,32.4,0,1,1
"450403",2392,13,12,173.1,304,0,2,2
"450411",112,0,0,24.4,60.6,0,1,1
"450419",236,0,0,29,59.3,0,1,1
"450422",202,0,0,0,24.7,0,1,1
"450424",2477,14,17,58.1,734.9,0,4,1
"450431",7533,30,29,484.3,629.6,0,13,14
"450447",391,0,0,27.7,82.6,0,2,1
"450451",18,0,0,8.3,25.6,0,1,1
"450460",73,0,0,21.7,50.4,0,1,2
"450462",5316,17,29,388.6,594.7,0,23,6
"450465",208,0,0,26.7,271.3,0,7,3
"450469",1098,0,0,90.9,134.1,0,1,1
"450475",141,0,0,37.1,61,0,1,1
"450484",1449,12,11,12.9,136,0,1,2
"450489",11,0,0,8.4,133.6,0,2,1
"450498",15,0,0,18.4,57.7,0,1,1
"450508",653,0,0,76.7,180.1,0,3,2
"450518",1045,0,0,85.4,172,0,2,1
"450537",2573,0,0,117,288.9,0,5,2
"450539",280,0,0,30.9,156.4,0,1,1
"450558",1252,0,0,75.7,128.3,0,5,1
"450563",2887,0,13,165.9,269.1,0,7,4
"450565",225,0,0,36.9,76.6,0,2,2
"450571",4359,0,23,484,721.4,0,9,1
"450573",72,0,0,21.3,64.6,0,1,1
"450578",271,0,0,11.6,164.6,0,1,1
"450584",153,0,0,21,125.3,0,2,1
"450586",52,0,0,28.4,49.6,0,2,1
"450587",632,0,0,42.6,165.6,0,1,3
"450596",858,0,0,41.3,86.3,0,1,2
"450597",181,0,0,20.7,77.3,0,2,3
"450604",685,0,0,43.1,121.4,0,2,2
"450610",3615,21,12,270.6,542,0,8,12
"450617",6766,25,44,308,745.4,0,6,2
"450634",2665,13,28,132.6,212.9,0,4,3
"450638",1326,15,0,60.6,269.7,0,3,3
"450639",1683,0,0,168.4,232,0,10,3
"450641",110,0,0,16.1,36.3,0,1,1
"450643",1041,0,0,68.6,175.7,0,3,1
"450644",1809,11,23,110,234,0,5,2
"450647",4900,21,35,476.4,1302.6,1,6,7
"450651",5898,52,53,494.9,607.4,0,16,10
"450653",285,0,0,92.7,133.7,0,1,2
"450654",240,0,0,27.7,96.1,0,2,1
"450656",1180,0,0,0,303.4,0,3,1
"450658",59,0,0,22.6,58.4,0,2,1
"450659",283,0,0,36.4,172.7,0,1,1
"450661",523,0,0,158.4,305,0,3,3
"450662",1713,14,0,133.6,268.1,0,1,1
"450668",1277,0,20,122.6,225.3,0,4,8
"450669",998,0,0,115.6,261.9,0,1,1
"450670",1762,0,0,50.7,326.3,0,2,3
"450672",2712,12,22,165.9,250.7,0,5,13
"450674",12,0,0,236,524,0,1,2
"450675",2804,24,30,249.4,410,0,6,3
"450677",1953,0,11,175.9,302.9,0,7,11
"450678",832,0,0,62.1,121.7,0,2,2
"450684",2053,12,14,208.2,306,0,5,8
"450686",3838,12,13,489.1,700.9,0,14,5
"450688",1318,27,16,85.3,225,0,1,3
"450690",177,0,0,35.4,74.7,0,8,1
"450694",112,0,0,16.6,71.7,0,1,1
"450697",467,0,0,34.9,377.7,0,1,2
"450698",364,0,0,12.7,147.4,0,1,1
"450702",2564,0,14,151.7,293.6,0,3,4
"450709",1197,0,0,45.9,341,0,4,7
"450711",2724,0,17,183.4,387,0,1,1
"450713",4874,22,18,285.6,368.6,0,7,7
"450716",54,0,0,39,123.1,0,1,1
"450718",2369,0,0,143.9,199.3,0,3,5
"450723",3202,31,37,248.9,327.6,0,2,4
"450730",698,0,0,43.3,81.1,0,2,1
"450742",1229,0,0,98.1,147,0,2,9
"450743",1857,0,0,148.6,221,0,1,3
"450747",600,0,0,73.3,220.4,0,1,1
"450755",42,0,0,17.3,49.4,0,2,1
"450766",1077,11,49,224.3,254.4,0,7,1
"450771",2870,11,19,189,298.1,0,8,8
"450774",147,0,0,9.4,31.6,0,1,1
"450775",7101,27,40,468.3,764.1,0,10,5
"450779",2575,0,0,174.4,250.7,0,2,2
"450780",169,0,0,0,4,0,2,1
"450788",3622,14,30,247.9,442,0,4,5
"450801",4955,17,21,297.3,758,0,3,2
"450803",12,0,0,10.9,76.3,0,2,1
"450804",1414,0,0,31.6,66.3,0,1,2
"450808",131,0,0,0,227.3,0,1,1
"450809",3394,25,54,323.7,638.1,1,12,5
"450820",4746,19,0,43,754.4,0,16,10
"450822",210,0,0,56.3,97.6,0,1,1
"450825",114,0,0,0,68,0,1,1
"450827",431,0,0,16.8,89,0,1,1
"450828",325,0,0,29,84.7,0,3,1
"450831",26,0,0,7.1,18.9,0,2,2
"450833",112,0,0,5.3,70.4,0,1,1
"450834",103,0,0,37.1,50.3,0,3,1
"450840",259,0,0,40,76.9,0,2,1
"450844",3799,17,15,51.3,984,0,8,5
"450845",29,0,0,25.1,40,0,2,1
"450847",1670,0,0,188,261,0,4,2
"450848",1055,0,0,156.9,217,0,1,5
"450851",1026,0,0,26,93,0,1,1
"450853",478,0,0,45.9,83.3,0,1,1
"450855",1063,0,0,91,266.4,0,2,1
"450856",458,0,0,8,43.4,0,1,1
"450860",68,0,0,4.7,24.9,0,2,1
"450862",1796,0,14,42.7,317.4,0,6,10
"450864",1020,0,0,31.4,66.7,0,4,5
"450865",12,0,0,11.4,83.4,0,1,1
"450867",506,0,0,71.9,106.1,0,2,2
"450869",2951,0,0,493.3,950.9,0,17,1
"450871",124,0,0,17.6,76.4,0,1,1
"450872",52,0,0,20.6,342.3,0,1,9
"450874",136,0,0,0,26.7,0,1,2
"450875",833,0,0,28,66,0,3,2
"450876",887,0,0,45.6,81,0,2,1
"450877",90,0,0,12,25,0,2,1
"450880",412,0,0,0,174.3,0,10,6
"450883",223,0,0,11.6,54,0,1,1
"450885",357,0,0,52,91.3,0,1,1
"450888",348,0,0,4,26.7,0,2,1
"450889",245,0,0,61,66,0,1,4
"450890",2166,11,0,100.1,156.6,0,15,2
"450891",101,0,0,10.6,51,0,1,1
"450893",211,0,0,12.9,35.7,0,2,1
"450894",22,0,0,16,83.6,0,2,1
"451300",18,0,0,5.9,39,0,2,1
"451301",112,0,0,4.1,9,0,1,2
"451303",137,0,0,17.7,104.7,0,2,1
"451304",292,0,0,15.3,42.3,0,1,1
"451305",270,0,0,17.4,36.9,0,2,1
"451306",64,0,0,28.6,53,0,1,1
"451307",340,0,0,15,200.1,0,1,5
"451308",178,0,0,31,49.1,0,2,1
"451309",259,0,0,44.1,126.6,0,2,1
"451310",453,0,0,15.6,25.4,0,2,1
"451311",33,0,0,6.3,27.9,0,1,1
"451312",18,0,0,4.6,20.4,0,1,1
"451313",243,0,0,15.9,25.7,0,2,1
"451314",44,0,0,10.7,25.9,0,2,1
"451315",1720,13,18,13,91.9,0,4,3
"451316",501,0,0,26.3,42.7,0,2,1
"451317",73,0,0,9,28.1,0,2,2
"451318",13,0,0,6,62.7,0,1,1
"451319",66,0,0,31.7,70.9,0,1,2
"451320",144,0,0,12.9,65,0,1,1
"451322",273,0,0,18.1,25,0,1,1
"451323",243,0,0,24.6,54.4,0,2,1
"451324",558,0,0,24.3,55.3,0,1,6
"451325",478,0,0,12.3,23.4,0,1,4
"451328",13,0,0,6,25.4,0,2,1
"451329",54,0,0,32.4,69.6,0,1,1
"451330",482,0,0,27,70.3,0,1,1
"451331",40,0,0,14.4,30.4,0,1,2
"451332",2727,0,0,16.6,102.1,0,8,2
"451333",26,0,0,11.3,47.4,0,1,2
"451334",817,0,0,16,40.3,0,1,1
"451335",112,0,0,17,42.6,0,2,1
"451337",343,0,0,7.7,43.4,0,2,1
"451338",65,0,0,5.4,23,0,1,1
"451339",448,0,0,4,15,0,2,2
"451340",103,0,0,7.3,135.4,0,3,1
"451341",404,0,0,7.1,56.4,0,2,5
"451342",62,0,0,21.1,45.4,0,2,1
"451343",223,0,0,19.3,34.3,0,1,1
"451344",103,0,0,8.6,25.9,0,2,1
"451345",223,0,0,6,13.3,0,2,1
"451346",325,0,0,14.6,39.7,0,1,1
"451347",194,0,0,21.3,39.3,0,2,1
"451348",332,0,0,10.3,27.3,0,2,1
"451349",206,0,0,31,66,0,2,3
"451350",1807,0,0,16.9,64.3,0,5,4
"451351",755,0,0,18.6,346.6,0,2,4
"451352",112,0,0,26,91.7,0,1,1
"451353",46,0,0,13.1,45.7,0,1,2
"451354",142,0,0,23.9,60.7,0,2,1
"451355",190,0,0,20.4,110.4,0,1,1
"451356",415,0,0,23.4,43.3,0,1,1
"451358",426,0,0,14,75.6,0,1,2
"451359",13,0,0,20.9,111,0,1,1
"451360",40,0,0,13.6,41.7,0,1,1
"451361",71,0,0,4.6,49.3,0,1,1
"451362",404,0,0,15.1,33.7,0,1,1
"451363",80,0,0,9.6,25.1,0,2,2
"451364",414,0,0,15,41.4,0,2,1
"451365",332,0,0,7.4,37.4,0,1,1
"451366",66,0,0,20.4,88.6,0,1,1
"451367",1509,0,0,25,34.7,0,1,1
"451369",84,0,0,24.7,67,0,1,1
"451370",40,0,0,19.8,47.7,0,2,1
"451371",147,0,0,13.4,44.3,0,2,1
"451372",215,0,0,14,54.6,0,1,1
"451373",226,0,0,32.3,109.7,0,1,1
"451374",492,0,0,13.3,92.9,0,1,4
"451375",15,0,0,15.9,42,0,2,2
"451376",14,0,0,10.6,70.6,0,1,2
"451377",393,0,0,36,81,0,1,1
"451378",189,0,0,32,55,0,2,1
"451379",269,0,0,5.9,140.4,0,2,3
"451380",73,0,0,25.9,49.1,0,1,1
"451381",150,0,0,23.7,59.9,0,2,1
"451382",207,0,0,26,112.7,0,1,1
"451384",860,0,0,23.1,65.6,0,1,1
"451385",386,0,0,15.3,57,0,1,2
"451386",817,0,0,21.7,35.3,0,2,1
"451387",28,0,0,33.8,71.9,0,1,1
"451389",11,0,0,18.3,74.7,0,1,1
"451390",42,0,0,27,74,0,2,1
"451391",322,0,0,29.9,56.4,0,2,1
"451392",786,0,0,27.9,43.1,0,1,5
"451393",2398,12,14,27.1,53.4,0,1,2
"451394",160,0,0,11.4,87.6,0,1,1
"451395",402,0,0,25.1,40.6,0,2,1
"451396",24,0,0,0,0,0,2,1
"452016",322,0,0,0,111.1,0,1,1
"452018",2159,0,12,0,600.3,0,2,4
"452019",351,0,0,0,55,0,2,2
"452022",226,0,0,34.7,60,0,1,1
"452023",260,0,0,96.6,122.7,0,1,2
"452028",2107,13,21,75.6,160,0,2,1
"452029",207,0,0,13,98.3,0,1,1
"452031",111,0,0,0,73.6,0,2,1
"452032",534,0,0,32,70,0,1,1
"452034",47,0,0,0,131,0,1,1
"452035",46,0,0,0,50.4,0,2,1
"452038",213,0,0,13.4,110,0,2,1
"452039",142,0,0,5.7,83.6,0,2,1
"452041",84,0,0,22.1,41.9,0,1,1
"452042",90,0,0,13.7,41.7,0,2,1
"452044",1189,0,18,131.4,180.4,0,8,1
"452046",83,0,0,12.4,88.6,0,1,1
"452051",496,0,0,20,68.4,0,1,2
"452056",1562,0,12,16.3,27.9,0,7,1
"452057",1987,27,31,0,137.1,0,7,1
"452059",579,0,0,43.3,72.1,0,1,3
"452060",237,0,0,0,50.7,0,2,4
"452061",235,0,0,97.7,134.4,0,1,3
"452062",18,0,0,0,36.3,0,1,1
"452067",12,0,0,0,66,0,1,1
"452068",267,0,0,26.6,36.6,0,3,1
"452073",22,0,0,0,81.7,0,2,1
"452075",251,0,0,58.1,110,0,3,2
"452079",57,0,0,0,72,0,1,1
"452080",965,0,0,59.9,96.8,0,15,2
"452083",627,0,0,9.6,87.4,0,1,1
"452086",1445,11,0,39.4,86.4,0,6,1
"452087",222,0,0,31.4,56.6,0,1,1
"452090",26,0,0,0,116,0,2,1
"452091",592,0,0,58.3,79,0,2,2
"452094",270,0,0,0,112.1,0,2,3
"452095",332,0,0,0,70.9,0,1,3
"452096",500,0,0,11.3,137.7,0,1,1
"452097",208,0,0,0,66,0,1,1
"452100",996,0,0,31,468.3,0,2,3
"452101",402,0,0,0,272.9,0,8,3
"452102",230,0,0,7.7,56,0,1,1
"452105",860,0,0,30,53.9,0,1,1
"452106",16,0,0,0,43.9,0,1,1
"452107",50,0,0,37.6,90,0,1,1
"452108",401,0,0,32.9,71.4,0,4,5
"452110",18,0,0,0,38,0,1,1
"452111",47,0,0,12.7,22.4,0,2,1
"452114",197,0,0,10.4,52.3,0,2,1
"452118",662,0,0,59.9,187.9,0,6,2
"452121",34,0,0,13.1,30.1,0,1,1
"452122",88,0,0,27,44,0,2,1
"453300",1697,13,24,184.9,411.4,1,14,5
"453301",2526,0,0,104.4,167.1,0,1,1
"453302",1419,14,14,241.7,389.7,1,16,4
"453304",7586,70,85,432.1,1283.9,1,1,2
"453306",857,0,0,115.6,203.1,0,3,3
"453308",1913,0,0,16.7,41.1,0,6,1
"453309",49,0,0,0,107.9,0,2,1
"453310",557,0,17,142.7,221.1,1,8,5
"453311",68,0,0,4.3,28,0,2,1
"453312",1511,0,0,0,0,0,2,1
"453313",593,0,0,46.6,88.7,0,2,7
"453314",325,0,0,52,54.1,0,1,1
"453315",3005,0,18,191.5,254.4,1,17,4
"453316",316,0,0,51.4,92.6,0,3,3
"457736",860,0,0,31,31,0,2,1
"45C0001372",23,0,0,0,50.4,0,1,1
"45C0001441",200,0,0,0,0,0,2,1
"45T324",414,0,0,20,21,0,2,2
"460001",2837,12,18,418,439,0,13,3
"460003",333,0,0,70,101,0,3,1
"460004",2619,0,16,339,339,0,14,7
"460005",832,0,0,220,249,0,3,6
"460006",594,0,0,270,286,0,11,3
"460007",330,0,0,54,54,0,1,3
"460009",5313,22,61,679,731,1,81,5
"460010",4944,23,40,556.9,563,1,36,2
"460011",460,0,0,51.7,58,0,1,1
"460013",458,0,0,127,136,0,2,2
"460014",160,0,0,31.6,68,0,1,1
"460015",455,0,0,147,148,0,3,2
"460017",112,0,0,40,50,0,1,1
"460019",182,0,0,25.6,33,0,2,1
"460021",5092,17,13,338,362,0,10,8
"460023",452,0,0,99,134,0,3,3
"460026",122,0,0,42,42,0,2,1
"460030",154,0,0,38,39,0,1,1
"460039",61,0,0,20,20,0,1,1
"460041",574,0,0,75.7,182.6,0,5,1
"460042",645,0,0,121,129,0,4,3
"460043",925,0,0,33,33,0,2,1
"460044",213,0,0,81,90,0,2,2
"460047",2410,0,0,327,359,0,5,2
"460049",415,0,0,40,40,0,1,2
"460051",1090,0,0,293.6,331,0,2,5
"460052",193,0,0,146,162,0,1,1
"460054",108,0,0,31,37,0,2,1
"460057",196,0,0,50,50,0,2,1
"460058",244,0,0,110,122,0,2,3
"460060",99,0,0,34,66,0,1,1
"460061",133,0,0,60,60,0,3,1
"460062",220,0,0,28,28,0,2,1
"461300",77,0,0,20,20,0,2,1
"461301",193,0,0,22,22,0,2,1
"461302",121,0,0,14.6,17,0,2,2
"461303",91,0,0,22,22,0,2,1
"461304",131,0,0,0,29,0,1,1
"461305",817,0,0,11.5,23,0,1,1
"461306",501,0,0,25,30,0,2,1
"461307",269,0,0,23,27,0,1,1
"461308",165,0,0,25,25,0,2,1
"461309",173,0,0,25,25,0,1,1
"461310",223,0,0,11,11,0,2,1
